jurisdiction_code,title,form_template_key,form_template_label,template_category,route_sensitive,qdmtt_context_expected,manual_review_required
IN,GloBE Information Return - Standard,LOCAL_GIR_FILING,GloBE Information Return / local GIR filing,GIR filing,Yes,No,No
IN,GloBE Information Return - Transitional,LOCAL_GIR_FILING,GloBE Information Return / local GIR filing,GIR filing,Yes,No,No
IN,GloBE Tax Return,COMBINED_LOCAL_TOP_UP_TAX_RETURN,GloBE / local top-up tax return,Return,No,No,Yes
IN,GloBE Tax Return (Transitional Year),COMBINED_LOCAL_TOP_UP_TAX_RETURN,GloBE / local top-up tax return,Return,No,No,Yes
IN,Payment,PAYMENT,Payment / instalment / balancing payment,Payment,No,No,No
IN,Registration,REGISTRATION_PORTAL_ACCESS,Registration / portal access,Registration,No,No,No
IE,DMTT Return,QDMTT_RETURN,DMTT / QDMTT return,Return,No,Yes,No
IE,DMTT Return (Transitional Year),QDMTT_RETURN,DMTT / QDMTT return,Return,No,Yes,No
IE,Double Filing Relief Notification (Standard),FOREIGN_LODGMENT_NOTIFICATION,Foreign lodgment / double filing relief notification,Notification,No,No,No
IE,Double Filing Relief Notification (Transitional Year),FOREIGN_LODGMENT_NOTIFICATION,Foreign lodgment / double filing relief notification,Notification,No,No,No
IE,GloBE Information Return - Standard,LOCAL_GIR_FILING,GloBE Information Return / local GIR filing,GIR filing,Yes,No,No
IE,GloBE Information Return - Transitional,LOCAL_GIR_FILING,GloBE Information Return / local GIR filing,GIR filing,Yes,No,No
IE,GloBE Tax Return,COMBINED_LOCAL_TOP_UP_TAX_RETURN,GloBE / local top-up tax return,Return,No,No,Yes
IE,GloBE Tax Return (Transitional Year),COMBINED_LOCAL_TOP_UP_TAX_RETURN,GloBE / local top-up tax return,Return,No,No,Yes
IE,Payment,PAYMENT,Payment / instalment / balancing payment,Payment,No,No,No
IE,Payment (Transitional Year),PAYMENT,Payment / instalment / balancing payment,Payment,No,No,No
IE,Registration,REGISTRATION_PORTAL_ACCESS,Registration / portal access,Registration,No,No,No
IE,Registration (Transitional),REGISTRATION_PORTAL_ACCESS,Registration / portal access,Registration,No,No,No
IM,Below Threshold Notification,OTHER_PILLAR_TWO_NOTIFICATION,Other Pillar Two notification / election,Notification,No,No,Yes
IM,Below-Threshold Notification,OTHER_PILLAR_TWO_NOTIFICATION,Other Pillar Two notification / election,Notification,No,No,Yes
IM,DMTT Return,QDMTT_RETURN,DMTT / QDMTT return,Return,No,Yes,No
IM,DMTT Return (Transitional Year),QDMTT_RETURN,DMTT / QDMTT return,Return,No,Yes,No
IM,Double Filing Relief Notification (Standard),FOREIGN_LODGMENT_NOTIFICATION,Foreign lodgment / double filing relief notification,Notification,No,No,No
IM,Double Filing Relief Notification (Transitional Year),FOREIGN_LODGMENT_NOTIFICATION,Foreign lodgment / double filing relief notification,Notification,No,No,No
IM,GloBE Information Return - Standard,LOCAL_GIR_FILING,GloBE Information Return / local GIR filing,GIR filing,Yes,No,No
IM,GloBE Information Return - Transitional,LOCAL_GIR_FILING,GloBE Information Return / local GIR filing,GIR filing,Yes,No,No
IM,GloBE Tax Return,COMBINED_LOCAL_TOP_UP_TAX_RETURN,GloBE / local top-up tax return,Return,No,No,Yes
IM,GloBE Tax Return (Transitional),COMBINED_LOCAL_TOP_UP_TAX_RETURN,GloBE / local top-up tax return,Return,No,No,Yes
IM,Payment,PAYMENT,Payment / instalment / balancing payment,Payment,No,No,No
IM,Payment (Transitonal Year),PAYMENT,Payment / instalment / balancing payment,Payment,No,No,No
IM,Registration,REGISTRATION_PORTAL_ACCESS,Registration / portal access,Registration,No,No,No
IT,Double Filing Relief Notification (Standard),FOREIGN_LODGMENT_NOTIFICATION,Foreign lodgment / double filing relief notification,Notification,No,No,No
IT,Double Filing Relief Notification (Transitional Year),FOREIGN_LODGMENT_NOTIFICATION,Foreign lodgment / double filing relief notification,Notification,No,No,No
IT,GloBE Information Return - Standard,LOCAL_GIR_FILING,GloBE Information Return / local GIR filing,GIR filing,Yes,No,No
IT,GloBE Information Return - Transitional,LOCAL_GIR_FILING,GloBE Information Return / local GIR filing,GIR filing,Yes,No,No
IT,GloBE Tax Return,COMBINED_LOCAL_TOP_UP_TAX_RETURN,GloBE / local top-up tax return,Return,No,No,Yes
IT,GloBE Tax Return (Transitional),COMBINED_LOCAL_TOP_UP_TAX_RETURN,GloBE / local top-up tax return,Return,No,No,Yes
IT,Payment,PAYMENT,Payment / instalment / balancing payment,Payment,No,No,No
IT,Payment,PAYMENT,Payment / instalment / balancing payment,Payment,No,No,No
IT,Payment (Transitional),PAYMENT,Payment / instalment / balancing payment,Payment,No,No,No
JP,DMTT Return,QDMTT_RETURN,DMTT / QDMTT return,Return,No,Yes,No
JP,DMTT Return (Transitional),QDMTT_RETURN,DMTT / QDMTT return,Return,No,Yes,No
JP,Double Filing Relief Notification (Standard),FOREIGN_LODGMENT_NOTIFICATION,Foreign lodgment / double filing relief notification,Notification,No,No,No
JP,Double Filing Relief Notification (Transitional Year),FOREIGN_LODGMENT_NOTIFICATION,Foreign lodgment / double filing relief notification,Notification,No,No,No
JP,GloBE Information Return - Standard,LOCAL_GIR_FILING,GloBE Information Return / local GIR filing,GIR filing,Yes,No,No
JP,GloBE Information Return - Transitional,LOCAL_GIR_FILING,GloBE Information Return / local GIR filing,GIR filing,Yes,No,No
JP,GloBE Tax Return,COMBINED_LOCAL_TOP_UP_TAX_RETURN,GloBE / local top-up tax return,Return,No,No,Yes
JP,GloBE Tax Return (Transitional),COMBINED_LOCAL_TOP_UP_TAX_RETURN,GloBE / local top-up tax return,Return,No,No,Yes
JP,Payment,PAYMENT,Payment / instalment / balancing payment,Payment,No,No,No
JP,Payment (Transitional),PAYMENT,Payment / instalment / balancing payment,Payment,No,No,No
JE,Double Filing Relief Notification (Standard),FOREIGN_LODGMENT_NOTIFICATION,Foreign lodgment / double filing relief notification,Notification,No,No,No
JE,Double Filing Relief Notification (Transitional Year),FOREIGN_LODGMENT_NOTIFICATION,Foreign lodgment / double filing relief notification,Notification,No,No,No
JE,GloBE Information Return - Standard,LOCAL_GIR_FILING,GloBE Information Return / local GIR filing,GIR filing,Yes,No,No
JE,GloBE Information Return - Transitional,LOCAL_GIR_FILING,GloBE Information Return / local GIR filing,GIR filing,Yes,No,No
JE,GloBE Tax Return,COMBINED_LOCAL_TOP_UP_TAX_RETURN,GloBE / local top-up tax return,Return,No,No,Yes
JE,GloBE Tax Return (Transitional),COMBINED_LOCAL_TOP_UP_TAX_RETURN,GloBE / local top-up tax return,Return,No,No,Yes
JE,Payment,PAYMENT,Payment / instalment / balancing payment,Payment,No,No,No
JE,Payment (Transitional),PAYMENT,Payment / instalment / balancing payment,Payment,No,No,No
JE,Registration,REGISTRATION_PORTAL_ACCESS,Registration / portal access,Registration,No,No,No
JE,Registration (Transitional),REGISTRATION_PORTAL_ACCESS,Registration / portal access,Registration,No,No,No
KE,GloBE Information Return - Standard,LOCAL_GIR_FILING,GloBE Information Return / local GIR filing,GIR filing,Yes,No,No
KE,GloBE Information Return - Transitional,LOCAL_GIR_FILING,GloBE Information Return / local GIR filing,GIR filing,Yes,No,No
KE,GloBE Tax Return,COMBINED_LOCAL_TOP_UP_TAX_RETURN,GloBE / local top-up tax return,Return,No,No,Yes
KE,Payment,PAYMENT,Payment / instalment / balancing payment,Payment,No,No,No
KE,Registration,REGISTRATION_PORTAL_ACCESS,Registration / portal access,Registration,No,No,No
KU,DMTT Return,QDMTT_RETURN,DMTT / QDMTT return,Return,No,Yes,No
KU,Payment,PAYMENT,Payment / instalment / balancing payment,Payment,No,No,No
KU,Registration,REGISTRATION_PORTAL_ACCESS,Registration / portal access,Registration,No,No,No
KU,Registration,REGISTRATION_PORTAL_ACCESS,Registration / portal access,Registration,No,No,No
LI,GloBE Tax Return,COMBINED_LOCAL_TOP_UP_TAX_RETURN,GloBE / local top-up tax return,Return,No,No,Yes
LI,Registration,REGISTRATION_PORTAL_ACCESS,Registration / portal access,Registration,No,No,No
LT,Data Transfer Confirmation Notification,OTHER_PILLAR_TWO_NOTIFICATION,Other Pillar Two notification / election,Notification,No,No,Yes
LT,Data Transfer Confirmation Notification (Transitional Year),OTHER_PILLAR_TWO_NOTIFICATION,Other Pillar Two notification / election,Notification,No,No,Yes
LT,Designated Data Reporting Entity Notification,OTHER_PILLAR_TWO_NOTIFICATION,Other Pillar Two notification / election,Notification,No,No,Yes
LT,Double Filing Relief Notification (Standard),FOREIGN_LODGMENT_NOTIFICATION,Foreign lodgment / double filing relief notification,Notification,No,No,No
LT,Double Filing Relief Notification (Transitional Year),FOREIGN_LODGMENT_NOTIFICATION,Foreign lodgment / double filing relief notification,Notification,No,No,No
LT,GloBE Information Return - Standard,LOCAL_GIR_FILING,GloBE Information Return / local GIR filing,GIR filing,Yes,No,No
LT,GloBE Information Return - Transitional,LOCAL_GIR_FILING,GloBE Information Return / local GIR filing,GIR filing,Yes,No,No
LT,GloBE Tax Return,COMBINED_LOCAL_TOP_UP_TAX_RETURN,GloBE / local top-up tax return,Return,No,No,Yes
LT,GloBE Tax Return (Transitional Year),COMBINED_LOCAL_TOP_UP_TAX_RETURN,GloBE / local top-up tax return,Return,No,No,Yes
LT,Initial Stage of International Activity Notification,OTHER_PILLAR_TWO_NOTIFICATION,Other Pillar Two notification / election,Notification,No,No,Yes
LT,Payment,PAYMENT,Payment / instalment / balancing payment,Payment,No,No,No
LT,Payment (Transitional Year),PAYMENT,Payment / instalment / balancing payment,Payment,No,No,No
LT,QDMTT Return,QDMTT_RETURN,DMTT / QDMTT return,Return,No,Yes,No
LT,QDMTT Return (Transitional Year),QDMTT_RETURN,DMTT / QDMTT return,Return,No,Yes,No
LU,Double Filing Relief Notification (Standard),FOREIGN_LODGMENT_NOTIFICATION,Foreign lodgment / double filing relief notification,Notification,No,No,No
LU,Double Filing Relief Notification (Transitional Year),FOREIGN_LODGMENT_NOTIFICATION,Foreign lodgment / double filing relief notification,Notification,No,No,No
LU,GloBE Information Return - Standard,LOCAL_GIR_FILING,GloBE Information Return / local GIR filing,GIR filing,Yes,No,No
LU,GloBE Information Return - Transitional,LOCAL_GIR_FILING,GloBE Information Return / local GIR filing,GIR filing,Yes,No,No
LU,GloBE Tax Return,COMBINED_LOCAL_TOP_UP_TAX_RETURN,GloBE / local top-up tax return,Return,No,No,Yes
LU,GloBE Tax Return (Transitional),COMBINED_LOCAL_TOP_UP_TAX_RETURN,GloBE / local top-up tax return,Return,No,No,Yes
LU,Payment,PAYMENT,Payment / instalment / balancing payment,Payment,No,No,No
LU,Payment (Transitional),PAYMENT,Payment / instalment / balancing payment,Payment,No,No,No
LU,Registration,REGISTRATION_PORTAL_ACCESS,Registration / portal access,Registration,No,No,No
LU,Registration (Transitional),REGISTRATION_PORTAL_ACCESS,Registration / portal access,Registration,No,No,No
MY,Double Filing Relief Notification (Standard),FOREIGN_LODGMENT_NOTIFICATION,Foreign lodgment / double filing relief notification,Notification,No,No,No
MY,Double Filing Relief Notification (Transitional Year),FOREIGN_LODGMENT_NOTIFICATION,Foreign lodgment / double filing relief notification,Notification,No,No,No
MY,GloBE Information Return - Standard,LOCAL_GIR_FILING,GloBE Information Return / local GIR filing,GIR filing,Yes,No,No
MY,GloBE Information Return - Transitional,LOCAL_GIR_FILING,GloBE Information Return / local GIR filing,GIR filing,Yes,No,No
MY,GloBE Tax Return,COMBINED_LOCAL_TOP_UP_TAX_RETURN,GloBE / local top-up tax return,Return,No,No,Yes
MY,GloBE Tax Return (Transitional),COMBINED_LOCAL_TOP_UP_TAX_RETURN,GloBE / local top-up tax return,Return,No,No,Yes
MY,Payment,PAYMENT,Payment / instalment / balancing payment,Payment,No,No,No
MY,Payment (Transitional),PAYMENT,Payment / instalment / balancing payment,Payment,No,No,No
MU,GloBE Tax Return,COMBINED_LOCAL_TOP_UP_TAX_RETURN,GloBE / local top-up tax return,Return,No,No,Yes
MU,Payment,PAYMENT,Payment / instalment / balancing payment,Payment,No,No,No
MU,Registration,REGISTRATION_PORTAL_ACCESS,Registration / portal access,Registration,No,No,No
ME,DMTT Information Return,QDMTT_RETURN,DMTT / QDMTT return,Return,No,Yes,No
ME,DMTT Return,QDMTT_RETURN,DMTT / QDMTT return,Return,No,Yes,No
ME,Payment,PAYMENT,Payment / instalment / balancing payment,Payment,No,No,No
NL,Double Filing Relief Notification (Standard),FOREIGN_LODGMENT_NOTIFICATION,Foreign lodgment / double filing relief notification,Notification,No,No,No
NL,Double Filing Relief Notification (Transitional Year),FOREIGN_LODGMENT_NOTIFICATION,Foreign lodgment / double filing relief notification,Notification,No,No,No
NL,GloBE Information Return - Standard,LOCAL_GIR_FILING,GloBE Information Return / local GIR filing,GIR filing,Yes,No,No
NL,GloBE Information Return - Transitional,LOCAL_GIR_FILING,GloBE Information Return / local GIR filing,GIR filing,Yes,No,No
NL,GloBE Tax Return,COMBINED_LOCAL_TOP_UP_TAX_RETURN,GloBE / local top-up tax return,Return,No,No,Yes
NL,GloBE Tax Return (Transitional Year),COMBINED_LOCAL_TOP_UP_TAX_RETURN,GloBE / local top-up tax return,Return,No,No,Yes
NL,Payment,PAYMENT,Payment / instalment / balancing payment,Payment,No,No,No
NL,Payment (Transitional Year),PAYMENT,Payment / instalment / balancing payment,Payment,No,No,No
NZ,Double Filing Relief Notification (Standard),FOREIGN_LODGMENT_NOTIFICATION,Foreign lodgment / double filing relief notification,Notification,No,No,No
NZ,Double Filing Relief Notification (Transitional Year),FOREIGN_LODGMENT_NOTIFICATION,Foreign lodgment / double filing relief notification,Notification,No,No,No
NZ,GloBE Information Return - Standard,LOCAL_GIR_FILING,GloBE Information Return / local GIR filing,GIR filing,Yes,No,No
NZ,GloBE Information Return - Transitional,LOCAL_GIR_FILING,GloBE Information Return / local GIR filing,GIR filing,Yes,No,No
NZ,GloBE Tax Return,COMBINED_LOCAL_TOP_UP_TAX_RETURN,GloBE / local top-up tax return,Return,No,No,Yes
NZ,GloBE Tax Return (Transitional),COMBINED_LOCAL_TOP_UP_TAX_RETURN,GloBE / local top-up tax return,Return,No,No,Yes
NZ,Payment,PAYMENT,Payment / instalment / balancing payment,Payment,No,No,No
NZ,Payment (Transitional),PAYMENT,Payment / instalment / balancing payment,Payment,No,No,No
NZ,Registration,REGISTRATION_PORTAL_ACCESS,Registration / portal access,Registration,No,No,No
NM,DMTT Return,QDMTT_RETURN,DMTT / QDMTT return,Return,No,Yes,No
NM,DMTT Return (Transitional),QDMTT_RETURN,DMTT / QDMTT return,Return,No,Yes,No
NM,Double Filing Relief Notification (Standard),FOREIGN_LODGMENT_NOTIFICATION,Foreign lodgment / double filing relief notification,Notification,No,No,No
NM,Double Filing Relief Notification (Transitional Year),FOREIGN_LODGMENT_NOTIFICATION,Foreign lodgment / double filing relief notification,Notification,No,No,No
NM,GloBE Information Return - Standard,LOCAL_GIR_FILING,GloBE Information Return / local GIR filing,GIR filing,Yes,No,No
NM,GloBE Information Return - Transitional,LOCAL_GIR_FILING,GloBE Information Return / local GIR filing,GIR filing,Yes,No,No
NM,GloBE Tax Return,COMBINED_LOCAL_TOP_UP_TAX_RETURN,GloBE / local top-up tax return,Return,No,No,Yes
NM,GloBE Tax Return (Transitional),COMBINED_LOCAL_TOP_UP_TAX_RETURN,GloBE / local top-up tax return,Return,No,No,Yes
NM,Payment,PAYMENT,Payment / instalment / balancing payment,Payment,No,No,No
NM,Payment (Transitional),PAYMENT,Payment / instalment / balancing payment,Payment,No,No,No
NO,GloBE Information Return - Standard,LOCAL_GIR_FILING,GloBE Information Return / local GIR filing,GIR filing,Yes,No,No
NO,GloBE Information Return - Transitional,LOCAL_GIR_FILING,GloBE Information Return / local GIR filing,GIR filing,Yes,No,No
NO,GloBE Tax Return,COMBINED_LOCAL_TOP_UP_TAX_RETURN,GloBE / local top-up tax return,Return,No,No,Yes
NO,GloBE Tax Return (Transitional),COMBINED_LOCAL_TOP_UP_TAX_RETURN,GloBE / local top-up tax return,Return,No,No,Yes
PL,DMTT Return,QDMTT_RETURN,DMTT / QDMTT return,Return,No,Yes,No
PL,DMTT Return (Transitional),QDMTT_RETURN,DMTT / QDMTT return,Return,No,Yes,No
PL,Designated Entity Notification,OTHER_PILLAR_TWO_NOTIFICATION,Other Pillar Two notification / election,Notification,No,No,Yes
PL,Designated Entity Notification (Transition Year),OTHER_PILLAR_TWO_NOTIFICATION,Other Pillar Two notification / election,Notification,No,No,Yes
PL,Double Filing Relief Notification (Standard),FOREIGN_LODGMENT_NOTIFICATION,Foreign lodgment / double filing relief notification,Notification,No,No,No
PL,Double Filing Relief Notification (Transitional Year),FOREIGN_LODGMENT_NOTIFICATION,Foreign lodgment / double filing relief notification,Notification,No,No,No
PL,GloBE Information Return - Standard,LOCAL_GIR_FILING,GloBE Information Return / local GIR filing,GIR filing,Yes,No,No
PL,GloBE Information Return - Transitional,LOCAL_GIR_FILING,GloBE Information Return / local GIR filing,GIR filing,Yes,No,No
PL,GloBE Tax Return,COMBINED_LOCAL_TOP_UP_TAX_RETURN,GloBE / local top-up tax return,Return,No,No,Yes
PL,GloBE Tax Return (Transitional),COMBINED_LOCAL_TOP_UP_TAX_RETURN,GloBE / local top-up tax return,Return,No,No,Yes
PL,Initial Phase of International Activity Notification,OTHER_PILLAR_TWO_NOTIFICATION,Other Pillar Two notification / election,Notification,No,No,Yes
PL,Initial Phase of International Activity Notification,OTHER_PILLAR_TWO_NOTIFICATION,Other Pillar Two notification / election,Notification,No,No,Yes
PL,Payment,PAYMENT,Payment / instalment / balancing payment,Payment,No,No,No
PL,Payment (Transitional),PAYMENT,Payment / instalment / balancing payment,Payment,No,No,No
PL,Retrospection election,OTHER_PILLAR_TWO_NOTIFICATION,Other Pillar Two notification / election,Notification,No,No,Yes
PT,Double Filing Relief Notification (Standard),FOREIGN_LODGMENT_NOTIFICATION,Foreign lodgment / double filing relief notification,Notification,No,No,No
PT,Double Filing Relief Notification (Transitional Year),FOREIGN_LODGMENT_NOTIFICATION,Foreign lodgment / double filing relief notification,Notification,No,No,No
PT,GloBE Information Return - Standard,LOCAL_GIR_FILING,GloBE Information Return / local GIR filing,GIR filing,Yes,No,No
PT,GloBE Information Return - Transitional,LOCAL_GIR_FILING,GloBE Information Return / local GIR filing,GIR filing,Yes,No,No
PT,GloBE Tax Return,COMBINED_LOCAL_TOP_UP_TAX_RETURN,GloBE / local top-up tax return,Return,No,No,Yes
PT,GloBE Tax Return (Transitional),COMBINED_LOCAL_TOP_UP_TAX_RETURN,GloBE / local top-up tax return,Return,No,No,Yes
PT,International Phase of International Activity Notification,OTHER_PILLAR_TWO_NOTIFICATION,Other Pillar Two notification / election,Notification,No,No,Yes
PT,International Phase of International Activity Notification,OTHER_PILLAR_TWO_NOTIFICATION,Other Pillar Two notification / election,Notification,No,No,Yes
PT,Payment,PAYMENT,Payment / instalment / balancing payment,Payment,No,No,No
PT,Payment (Transitional),PAYMENT,Payment / instalment / balancing payment,Payment,No,No,No
PT,Registration,REGISTRATION_PORTAL_ACCESS,Registration / portal access,Registration,No,No,No
PT,Registration (Transitional),REGISTRATION_PORTAL_ACCESS,Registration / portal access,Registration,No,No,No
PT,Registration (Transitional),REGISTRATION_PORTAL_ACCESS,Registration / portal access,Registration,No,No,No
QA,Double Filing Relief Notification (Standard),FOREIGN_LODGMENT_NOTIFICATION,Foreign lodgment / double filing relief notification,Notification,No,No,No
QA,Double Filing Relief Notification (Transitional Year),FOREIGN_LODGMENT_NOTIFICATION,Foreign lodgment / double filing relief notification,Notification,No,No,No
QA,GloBE Information Return - Standard,LOCAL_GIR_FILING,GloBE Information Return / local GIR filing,GIR filing,Yes,No,No
QA,GloBE Information Return - Transitional,LOCAL_GIR_FILING,GloBE Information Return / local GIR filing,GIR filing,Yes,No,No
QA,IIR Tax Return,IIR_RETURN,IIR return,Return,No,No,No
QA,IIR Tax Return (Transitional Year),IIR_RETURN,IIR return,Return,No,No,No
QA,Payment,PAYMENT,Payment / instalment / balancing payment,Payment,No,No,No
QA,Payment (Transitional Year),PAYMENT,Payment / instalment / balancing payment,Payment,No,No,No
QA,QDMTT Return,QDMTT_RETURN,DMTT / QDMTT return,Return,No,Yes,No
QA,QDMTT Return (Transitional Year),QDMTT_RETURN,DMTT / QDMTT return,Return,No,Yes,No
RO,DMTT Return,QDMTT_RETURN,DMTT / QDMTT return,Return,No,Yes,No
RO,DMTT Return (Transitional),QDMTT_RETURN,DMTT / QDMTT return,Return,No,Yes,No
RO,Designated Filing Entity Notification,OTHER_PILLAR_TWO_NOTIFICATION,Other Pillar Two notification / election,Notification,No,No,Yes
RO,Designated Filing Entity Notification (Transitional Year),OTHER_PILLAR_TWO_NOTIFICATION,Other Pillar Two notification / election,Notification,No,No,Yes
RO,Double Filing Relief Notification (Standard),FOREIGN_LODGMENT_NOTIFICATION,Foreign lodgment / double filing relief notification,Notification,No,No,No
RO,Double Filing Relief Notification (Transitional Year),FOREIGN_LODGMENT_NOTIFICATION,Foreign lodgment / double filing relief notification,Notification,No,No,No
RO,GloBE Information Return - Standard,LOCAL_GIR_FILING,GloBE Information Return / local GIR filing,GIR filing,Yes,No,No
RO,GloBE Information Return - Transitional,LOCAL_GIR_FILING,GloBE Information Return / local GIR filing,GIR filing,Yes,No,No
RO,GloBE Tax Return,COMBINED_LOCAL_TOP_UP_TAX_RETURN,GloBE / local top-up tax return,Return,No,No,Yes
RO,GloBE Tax Return (Transitional),COMBINED_LOCAL_TOP_UP_TAX_RETURN,GloBE / local top-up tax return,Return,No,No,Yes
RO,Payment,PAYMENT,Payment / instalment / balancing payment,Payment,No,No,No
RO,Payment (Transitional),PAYMENT,Payment / instalment / balancing payment,Payment,No,No,No
SG,DMTT Return,QDMTT_RETURN,DMTT / QDMTT return,Return,No,Yes,No
SG,DMTT Return (Transitional),QDMTT_RETURN,DMTT / QDMTT return,Return,No,Yes,No
SG,Double Filing Relief Notification (Standard),FOREIGN_LODGMENT_NOTIFICATION,Foreign lodgment / double filing relief notification,Notification,No,No,No
SG,Double Filing Relief Notification (Transitional Year),FOREIGN_LODGMENT_NOTIFICATION,Foreign lodgment / double filing relief notification,Notification,No,No,No
SG,GloBE Information Return - Standard,LOCAL_GIR_FILING,GloBE Information Return / local GIR filing,GIR filing,Yes,No,No
SG,GloBE Information Return - Transitional,LOCAL_GIR_FILING,GloBE Information Return / local GIR filing,GIR filing,Yes,No,No
SG,GloBE Tax Return,COMBINED_LOCAL_TOP_UP_TAX_RETURN,GloBE / local top-up tax return,Return,No,No,Yes
SG,GloBE Tax Return (Transitional),COMBINED_LOCAL_TOP_UP_TAX_RETURN,GloBE / local top-up tax return,Return,No,No,Yes
SG,Payment,PAYMENT,Payment / instalment / balancing payment,Payment,No,No,No
SG,Payment (Transitional),PAYMENT,Payment / instalment / balancing payment,Payment,No,No,No
SG,Registration,REGISTRATION_PORTAL_ACCESS,Registration / portal access,Registration,No,No,No
SK,DMTT Return,QDMTT_RETURN,DMTT / QDMTT return,Return,No,Yes,No
SK,DMTT Return (Transitional),QDMTT_RETURN,DMTT / QDMTT return,Return,No,Yes,No
SK,Double Filing Relief Notification (Standard),FOREIGN_LODGMENT_NOTIFICATION,Foreign lodgment / double filing relief notification,Notification,No,No,No
SK,Double Filing Relief Notification (Transitional Year),FOREIGN_LODGMENT_NOTIFICATION,Foreign lodgment / double filing relief notification,Notification,No,No,No
SK,GloBE Information Return - Standard,LOCAL_GIR_FILING,GloBE Information Return / local GIR filing,GIR filing,Yes,No,No
SK,GloBE Information Return - Transitional,LOCAL_GIR_FILING,GloBE Information Return / local GIR filing,GIR filing,Yes,No,No
SK,Payment,PAYMENT,Payment / instalment / balancing payment,Payment,No,No,No
SK,Payment (Transitional),PAYMENT,Payment / instalment / balancing payment,Payment,No,No,No
SL,DMTT Return,QDMTT_RETURN,DMTT / QDMTT return,Return,No,Yes,No
SL,DMTT Return (Transitional),QDMTT_RETURN,DMTT / QDMTT return,Return,No,Yes,No
SL,Designated Entity Notification (Transitional),OTHER_PILLAR_TWO_NOTIFICATION,Other Pillar Two notification / election,Notification,No,No,Yes
SL,Designtated Entity Notification,OTHER_PILLAR_TWO_NOTIFICATION,Other Pillar Two notification / election,Notification,No,No,Yes
SL,Double Filing Relief Notification (Standard),FOREIGN_LODGMENT_NOTIFICATION,Foreign lodgment / double filing relief notification,Notification,No,No,No
SL,Double Filing Relief Notification (Transitional Year),FOREIGN_LODGMENT_NOTIFICATION,Foreign lodgment / double filing relief notification,Notification,No,No,No
SL,GloBE Information Return - Standard,LOCAL_GIR_FILING,GloBE Information Return / local GIR filing,GIR filing,Yes,No,No
SL,GloBE Information Return - Transitional,LOCAL_GIR_FILING,GloBE Information Return / local GIR filing,GIR filing,Yes,No,No
SL,GloBE Tax Return,COMBINED_LOCAL_TOP_UP_TAX_RETURN,GloBE / local top-up tax return,Return,No,No,Yes
SL,GloBE Tax Return (Transitional),COMBINED_LOCAL_TOP_UP_TAX_RETURN,GloBE / local top-up tax return,Return,No,No,Yes
SL,Payment,PAYMENT,Payment / instalment / balancing payment,Payment,No,No,No
SL,Payment (Transitional),PAYMENT,Payment / instalment / balancing payment,Payment,No,No,No
SA,Double Filing Relief Notification (Standard),FOREIGN_LODGMENT_NOTIFICATION,Foreign lodgment / double filing relief notification,Notification,No,No,No
SA,Double Filing Relief Notification (Transitional Year),FOREIGN_LODGMENT_NOTIFICATION,Foreign lodgment / double filing relief notification,Notification,No,No,No
SA,GloBE Information Return - Standard,LOCAL_GIR_FILING,GloBE Information Return / local GIR filing,GIR filing,Yes,No,No
SA,GloBE Information Return - Transitional,LOCAL_GIR_FILING,GloBE Information Return / local GIR filing,GIR filing,Yes,No,No
SA,GloBE Tax Return,COMBINED_LOCAL_TOP_UP_TAX_RETURN,GloBE / local top-up tax return,Return,No,No,Yes
SA,GloBE Tax Return (Transitional),COMBINED_LOCAL_TOP_UP_TAX_RETURN,GloBE / local top-up tax return,Return,No,No,Yes
SA,Payment,PAYMENT,Payment / instalment / balancing payment,Payment,No,No,No
SA,Payment (Transitional),PAYMENT,Payment / instalment / balancing payment,Payment,No,No,No
SA,Registration,REGISTRATION_PORTAL_ACCESS,Registration / portal access,Registration,No,No,No
SA,Registration (Transitional),REGISTRATION_PORTAL_ACCESS,Registration / portal access,Registration,No,No,No
KR,DMTT Return,QDMTT_RETURN,DMTT / QDMTT return,Return,No,Yes,No
KR,DMTT Return (Transitional),QDMTT_RETURN,DMTT / QDMTT return,Return,No,Yes,No
KR,Double Filing Relief Notification (Standard),FOREIGN_LODGMENT_NOTIFICATION,Foreign lodgment / double filing relief notification,Notification,No,No,No
KR,Double Filing Relief Notification (Transitional Year),FOREIGN_LODGMENT_NOTIFICATION,Foreign lodgment / double filing relief notification,Notification,No,No,No
KR,GloBE Information Return,LOCAL_GIR_FILING,GloBE Information Return / local GIR filing,GIR filing,Yes,No,No
KR,GloBE Information Return - Standard,LOCAL_GIR_FILING,GloBE Information Return / local GIR filing,GIR filing,Yes,No,No
KR,GloBE Information Return - Transitional,LOCAL_GIR_FILING,GloBE Information Return / local GIR filing,GIR filing,Yes,No,No
KR,GloBE Tax Return (Transitional),COMBINED_LOCAL_TOP_UP_TAX_RETURN,GloBE / local top-up tax return,Return,No,No,Yes
KR,Payment,PAYMENT,Payment / instalment / balancing payment,Payment,No,No,No
KR,Payment (Transitional),PAYMENT,Payment / instalment / balancing payment,Payment,No,No,No
ES,Double Filing Relief Notification (Standard),FOREIGN_LODGMENT_NOTIFICATION,Foreign lodgment / double filing relief notification,Notification,No,No,No
ES,Double Filing Relief Notification (Transitional Year),FOREIGN_LODGMENT_NOTIFICATION,Foreign lodgment / double filing relief notification,Notification,No,No,No
